"Date","Price","Open","High","Low","Vol.","Change %"
"01/24/2010","1.3864","1.4160","1.4198","1.3861","","-1.94%"
"01/17/2010","1.4138","1.4339","1.4414","1.4026","","-1.72%"
"01/10/2010","1.4385","1.4433","1.4585","1.4338","","-0.19%"
"01/03/2010","1.4413","1.4324","1.4484","1.4257","","0.61%"
"12/27/2009","1.4326","1.4378","1.4461","1.4274","","-0.49%"
"12/20/2009","1.4397","1.4305","1.4436","1.4217","","0.38%"
"12/13/2009","1.4343","1.4625","1.4686","1.4259","","-1.91%"
"12/06/2009","1.4623","1.4853","1.4907","1.4585","","-1.54%"
"11/29/2009","1.4851","1.5010","1.5141","1.4819","","-0.78%"
"11/22/2009","1.4967","1.4860","1.5146","1.4828","","0.71%"
"11/15/2009","1.4861","1.4924","1.5017","1.4798","","-0.38%"
"11/08/2009","1.4917","1.4887","1.5051","1.4822","","0.46%"
"11/01/2009","1.4849","1.4714","1.4919","1.4625","","0.89%"
"10/25/2009","1.4718","1.5001","1.5064","1.4684","","-1.90%"
"10/18/2009","1.5003","1.4895","1.5063","1.4830","","0.65%"
"10/11/2009","1.4906","1.4725","1.4970","1.4678","","1.19%"
"10/04/2009","1.4730","1.4593","1.4820","1.4582","","1.08%"
"09/27/2009","1.4572","1.4700","1.4723","1.4482","","-0.79%"
"09/20/2009","1.4688","1.4690","1.4844","1.4607","","-0.15%"
"09/13/2009","1.4710","1.4598","1.4769","1.4517","","0.96%"
"09/06/2009","1.4570","1.4311","1.4637","1.4303","","1.94%"
"08/30/2009","1.4293","1.4308","1.4380","1.4178","","-0.04%"
"08/23/2009","1.4299","1.4344","1.4407","1.4207","","-0.17%"
"08/16/2009","1.4323","1.4188","1.4378","1.4047","","0.83%"
"08/09/2009","1.4205","1.4176","1.4330","1.4085","","0.12%"
"08/02/2009","1.4188","1.4269","1.4449","1.4155","","-0.44%"
"07/26/2009","1.4250","1.4228","1.4306","1.4008","","0.32%"
"07/19/2009","1.4205","1.4117","1.4294","1.4110","","0.75%"
"07/12/2009","1.4099","1.3948","1.4168","1.3898","","1.19%"
"07/05/2009","1.3933","1.3958","1.4075","1.3833","","-0.22%"
"06/28/2009","1.3964","1.4065","1.4204","1.3930","","-0.63%"
"06/21/2009","1.4053","1.3952","1.4141","1.3826","","0.79%"
"06/14/2009","1.3943","1.3989","1.4014","1.3750","","-0.58%"
"06/07/2009","1.4024","1.3945","1.4180","1.3806","","0.35%"
"05/31/2009","1.3975","1.4125","1.4340","1.3933","","-1.26%"
"05/24/2009","1.4154","1.4035","1.4171","1.3793","","1.14%"
"05/17/2009","1.3994","1.3487","1.4053","1.3423","","3.69%"
"05/10/2009","1.3496","1.3649","1.3725","1.3464","","-1.11%"
"05/03/2009","1.3647","1.3285","1.3651","1.3209","","2.87%"
"04/26/2009","1.3266","1.3243","1.3387","1.2965","","0.08%"
"04/19/2009","1.3255","1.3048","1.3304","1.2886","","1.64%"
"04/12/2009","1.3041","1.3190","1.3394","1.3019","","-1.11%"
"04/05/2009","1.3188","1.3512","1.3584","1.3091","","-2.19%"
"03/29/2009","1.3483","1.3227","1.3519","1.3114","","1.37%"
"03/22/2009","1.3301","1.3634","1.3738","1.3258","","-2.08%"
"03/15/2009","1.3583","1.2886","1.3740","1.2837","","5.09%"
"03/08/2009","1.2925","1.2669","1.2959","1.2554","","2.25%"
"03/01/2009","1.2641","1.2626","1.2755","1.2456","","-0.22%"
"02/22/2009","1.2669","1.2796","1.2992","1.2603","","-1.35%"
"02/15/2009","1.2843","1.2790","1.2885","1.2514","","-0.15%"
"02/08/2009","1.2862","1.2961","1.3095","1.2721","","-0.55%"
"02/01/2009","1.2933","1.2770","1.3072","1.2707","","1.18%"
"01/25/2009","1.2782","1.2971","1.3331","1.2778","","-1.62%"
"01/18/2009","1.2992","1.3328","1.3388","1.2766","","-2.35%"
"01/11/2009","1.3304","1.3474","1.3476","1.3026","","-1.01%"
"01/04/2009","1.3440","1.3904","1.3966","1.3311","","-3.16%"
"12/28/2008","1.3879","1.4062","1.4364","1.3840","","-1.31%"
"12/21/2008","1.4063","1.3934","1.4126","1.3901","","1.03%"
"12/14/2008","1.3919","1.3370","1.4722","1.3367","","4.08%"
"12/07/2008","1.3373","1.2727","1.3417","1.2717","","5.00%"
"11/30/2008","1.2736","1.2712","1.2851","1.2550","","0.30%"
"11/23/2008","1.2698","1.2592","1.3083","1.2567","","0.93%"
"11/16/2008","1.2581","1.2535","1.2816","1.2425","","-0.42%"
"11/09/2008","1.2634","1.2821","1.2930","1.2390","","-0.82%"
"11/02/2008","1.2739","1.2751","1.3119","1.2528","","0.05%"
"10/26/2008","1.2733","1.2551","1.3297","1.2331","","0.86%"
"10/19/2008","1.2624","1.3403","1.3532","1.2498","","-5.85%"
"10/12/2008","1.3409","1.3559","1.3771","1.3346","","-0.04%"
"10/05/2008","1.3414","1.3665","1.3786","1.3259","","-2.59%"
"09/28/2008","1.3771","1.4522","1.4566","1.3704","","-5.77%"
"09/21/2008","1.4615","1.4491","1.4867","1.4438","","1.03%"
"09/14/2008","1.4466","1.4315","1.4543","1.4079","","1.67%"
"09/07/2008","1.4228","1.4385","1.4430","1.3880","","-0.29%"
"08/31/2008","1.4269","1.4702","1.4719","1.4197","","-2.76%"
"08/24/2008","1.4674","1.4788","1.4813","1.4569","","-0.80%"
"08/17/2008","1.4793","1.4683","1.4909","1.4630","","0.71%"
"08/10/2008","1.4689","1.4933","1.5084","1.4657","","-2.11%"
"08/03/2008","1.5006","1.5570","1.5631","1.4996","","-3.60%"
"07/27/2008","1.5566","1.5701","1.5770","1.5513","","-0.92%"
"07/20/2008","1.5710","1.5837","1.5945","1.5628","","-0.87%"
"07/13/2008","1.5848","1.5964","1.6040","1.5784","","-0.59%"
"07/06/2008","1.5942","1.5697","1.5948","1.5610","","1.50%"
"06/29/2008","1.5706","1.5777","1.5911","1.5653","","-0.56%"
"06/22/2008","1.5795","1.5629","1.5795","1.5467","","1.22%"
"06/15/2008","1.5605","1.5410","1.5652","1.5345","","1.46%"
"06/08/2008","1.5380","1.5794","1.5846","1.5302","","-2.52%"
"06/01/2008","1.5777","1.5558","1.5777","1.5364","","1.43%"
"05/25/2008","1.5554","1.5772","1.5820","1.5462","","-1.34%"
"05/18/2008","1.5766","1.5598","1.5816","1.5486","","1.21%"
"05/11/2008","1.5577","1.5463","1.5602","1.5366","","0.61%"
"05/04/2008","1.5483","1.5434","1.5595","1.5286","","0.35%"
"04/27/2008","1.5429","1.5617","1.5693","1.5360","","-1.25%"
"04/20/2008","1.5625","1.5813","1.6020","1.5555","","-1.20%"
"04/13/2008","1.5815","1.5698","1.5985","1.5671","","0.05%"
"04/06/2008","1.5807","1.5732","1.5914","1.5627","","0.44%"
"03/30/2008","1.5737","1.5811","1.5896","1.5510","","-0.41%"
"03/23/2008","1.5802","1.5422","1.5860","1.5342","","2.40%"
"03/16/2008","1.5432","1.5725","1.5906","1.5397","","-1.55%"
"03/09/2008","1.5675","1.5364","1.5690","1.5283","","2.11%"
"03/02/2008","1.5351","1.5196","1.5461","1.5147","","1.12%"
"02/24/2008","1.5181","1.4839","1.5240","1.4779","","2.35%"
"02/17/2008","1.4832","1.4679","1.4864","1.4611","","1.04%"
"02/10/2008","1.4680","1.4518","1.4711","1.4482","","1.17%"
"02/03/2008","1.4510","1.4806","1.4851","1.4440","","-1.96%"
"01/27/2008","1.4800","1.4682","1.4954","1.4661","","0.87%"
"01/20/2008","1.4672","1.4606","1.4781","1.4365","","0.42%"
"01/13/2008","1.4611","1.4783","1.4924","1.4589","","-1.12%"
"01/06/2008","1.4777","1.4747","1.4821","1.4640","","0.22%"
"12/30/2007","1.4745","1.4720","1.4825","1.4569","","0.19%"
"12/23/2007","1.4717","1.4375","1.4729","1.4360","","2.44%"
"12/16/2007","1.4367","1.4388","1.4455","1.4310","","-0.36%"
"12/09/2007","1.4419","1.4655","1.4752","1.4411","","-1.62%"
"12/02/2007","1.4657","1.4639","1.4772","1.4528","","0.17%"
"11/25/2007","1.4632","1.4823","1.4909","1.4628","","-1.38%"
"11/18/2007","1.4837","1.4672","1.4968","1.4619","","1.21%"
"11/11/2007","1.4659","1.4670","1.4726","1.4520","","-0.12%"
"11/04/2007","1.4676","1.4514","1.4754","1.4444","","1.16%"
"10/28/2007","1.4508","1.4411","1.4528","1.4374","","0.77%"
"10/21/2007","1.4397","1.4327","1.4398","1.4125","","0.64%"
"10/14/2007","1.4305","1.4181","1.4320","1.4143","","0.89%"
"10/07/2007","1.4179","1.4147","1.4242","1.4014","","0.30%"
"09/30/2007","1.4136","1.4277","1.4282","1.4031","","-0.95%"
"09/23/2007","1.4272","1.4091","1.4279","1.4060","","1.28%"
"09/16/2007","1.4091","1.3869","1.4122","1.3828","","1.56%"
"09/09/2007","1.3875","1.3785","1.3929","1.3767","","0.78%"
"09/02/2007","1.3768","1.3629","1.3800","1.3552","","1.01%"
"08/26/2007","1.3630","1.3672","1.3721","1.3564","","-0.37%"
"08/19/2007","1.3681","1.3481","1.3682","1.3451","","1.52%"
"08/12/2007","1.3476","1.3687","1.3710","1.3359","","-1.58%"
"08/05/2007","1.3693","1.3828","1.3840","1.3641","","-0.59%"
"07/29/2007","1.3774","1.3614","1.3820","1.3609","","1.03%"
"07/22/2007","1.3634","1.3837","1.3853","1.3627","","-1.40%"
"07/15/2007","1.3827","1.3779","1.3844","1.3752","","0.31%"
"07/08/2007","1.3784","1.3632","1.3815","1.3594","","1.14%"
"07/01/2007","1.3628","1.3542","1.3661","1.3528","","0.64%"
"06/24/2007","1.3542","1.3466","1.3542","1.3415","","0.54%"
"06/17/2007","1.3469","1.3376","1.3471","1.3372","","0.61%"
"06/10/2007","1.3388","1.3361","1.3390","1.3262","","0.10%"
"06/03/2007","1.3374","1.3444","1.3555","1.3320","","-0.56%"
"05/27/2007","1.3449","1.3446","1.3521","1.3392","","0.06%"
"05/20/2007","1.3441","1.3519","1.3529","1.3411","","-0.50%"
"05/13/2007","1.3509","1.3533","1.3611","1.3465","","-0.15%"
"05/06/2007","1.3529","1.3601","1.3628","1.3462","","-0.45%"
"04/29/2007","1.3590","1.3634","1.3680","1.3531","","-0.46%"
"04/22/2007","1.3653","1.3603","1.3683","1.3540","","0.46%"
"04/15/2007","1.3591","1.3556","1.3638","1.3521","","0.46%"
"04/08/2007","1.3529","1.3373","1.3554","1.3340","","1.12%"
"04/01/2007","1.3379","1.3376","1.3444","1.3320","","0.16%"
"03/25/2007","1.3358","1.3291","1.3403","1.3255","","0.55%"
"03/18/2007","1.3285","1.3320","1.3414","1.3271","","-0.22%"
"03/11/2007","1.3314","1.3117","1.3342","1.3110","","1.53%"
"03/04/2007","1.3114","1.3203","1.3213","1.3070","","-0.61%"
"02/25/2007","1.3194","1.3163","1.3260","1.3142","","0.21%"
"02/18/2007","1.3167","1.3157","1.3190","1.3079","","0.20%"
"02/11/2007","1.3141","1.2992","1.3174","1.2941","","1.05%"
"02/04/2007","1.3005","1.2965","1.3047","1.2912","","0.28%"
"01/28/2007","1.2969","1.2919","1.3064","1.2898","","0.42%"
"01/21/2007","1.2915","1.2961","1.3045","1.2875","","-0.39%"
"01/14/2007","1.2966","1.2927","1.3002","1.2896","","0.38%"
"01/07/2007","1.2917","1.3013","1.3054","1.2866","","-0.66%"
"12/31/2006","1.3003","1.3197","1.3298","1.2980","","-1.48%"
"12/24/2006","1.3199","1.3135","1.3208","1.3091","","0.42%"
"12/17/2006","1.3144","1.3083","1.3246","1.3053","","0.47%"
"12/10/2006","1.3083","1.3178","1.3293","1.3059","","-0.89%"
"12/03/2006","1.3201","1.3333","1.3369","1.3192","","-1.01%"
"11/26/2006","1.3336","1.3172","1.3350","1.3087","","1.86%"
"11/19/2006","1.3093","1.2831","1.3112","1.2799","","2.07%"
"11/12/2006","1.2828","1.2843","1.2879","1.2761","","-0.12%"
"11/05/2006","1.2844","1.2718","1.2901","1.2688","","0.99%"
"10/29/2006","1.2718","1.2732","1.2800","1.2679","","-0.18%"
"10/22/2006","1.2741","1.2620","1.2753","1.2525","","1.01%"
"10/15/2006","1.2614","1.2500","1.2643","1.2487","","0.79%"
"10/08/2006","1.2515","1.2594","1.2620","1.2484","","-0.67%"
"10/01/2006","1.2600","1.2684","1.2770","1.2574","","-0.57%"
"09/24/2006","1.2672","1.2790","1.2824","1.2638","","-0.85%"
"09/17/2006","1.2780","1.2637","1.2835","1.2631","","1.05%"
"09/10/2006","1.2647","1.2668","1.2753","1.2630","","-0.21%"
"09/03/2006","1.2673","1.2845","1.2875","1.2649","","-1.27%"
"08/27/2006","1.2836","1.2761","1.2881","1.2748","","0.67%"
"08/20/2006","1.2750","1.2826","1.2940","1.2725","","-0.59%"
"08/13/2006","1.2826","1.2715","1.2893","1.2696","","0.82%"
"08/06/2006","1.2722","1.2884","1.2915","1.2716","","-1.18%"
"07/30/2006","1.2874","1.2768","1.2912","1.2721","","0.86%"
"07/23/2006","1.2764","1.2703","1.2775","1.2561","","0.53%"
"07/16/2006","1.2697","1.2634","1.2699","1.2459","","0.36%"
"07/09/2006","1.2651","1.2811","1.2817","1.2625","","-1.24%"
"07/02/2006","1.2810","1.2790","1.2864","1.2705","","0.16%"
"06/25/2006","1.2789","1.2505","1.2797","1.2502","","2.21%"
"06/18/2006","1.2512","1.2650","1.2683","1.2479","","-1.05%"
"06/11/2006","1.2645","1.2619","1.2678","1.2531","","0.01%"
"06/04/2006","1.2644","1.2931","1.2982","1.2596","","-2.12%"
"05/28/2006","1.2918","1.2732","1.2942","1.2720","","1.44%"
"05/21/2006","1.2735","1.2761","1.2896","1.2695","","-0.31%"
"05/14/2006","1.2774","1.2951","1.2974","1.2695","","-1.22%"
"05/07/2006","1.2932","1.2743","1.2959","1.2662","","1.63%"
"04/30/2006","1.2725","1.2628","1.2768","1.2556","","0.70%"
"04/23/2006","1.2637","1.2374","1.2642","1.2333","","2.40%"
"04/16/2006","1.2341","1.2125","1.2397","1.2123","","1.91%"
"04/09/2006","1.2110","1.2110","1.2170","1.2065","","0.17%"
"04/02/2006","1.2090","1.2122","1.2336","1.2032","","-0.24%"
"03/26/2006","1.2119","1.2039","1.2176","1.1976","","0.69%"
"03/19/2006","1.2036","1.2185","1.2199","1.1950","","-1.26%"
"03/12/2006","1.2190","1.1915","1.2208","1.1909","","2.31%"
"03/05/2006","1.1915","1.2049","1.2094","1.1859","","-1.03%"
"02/26/2006","1.2039","1.1873","1.2054","1.1824","","1.40%"
"02/19/2006","1.1873","1.1932","1.1976","1.1860","","-0.51%"
"02/12/2006","1.1934","1.1902","1.1955","1.1846","","0.29%"
"02/05/2006","1.1900","1.2037","1.2048","1.1892","","-1.03%"
"01/29/2006","1.2024","1.2106","1.2191","1.1968","","-0.63%"
"01/22/2006","1.2100","1.2140","1.2325","1.2085","","-0.31%"
"01/15/2006","1.2138","1.2149","1.2176","1.2041","","0.00%"
"01/08/2006","1.2138","1.2148","1.2165","1.2006","","-0.09%"
"01/01/2006","1.2149","1.1845","1.2182","1.1799","","2.58%"
"12/25/2005","1.1843","1.1862","1.1935","1.1778","","-0.27%"
"12/18/2005","1.1875","1.2027","1.2041","1.1799","","-1.15%"
"12/11/2005","1.2013","1.1781","1.2062","1.1777","","1.70%"
"12/04/2005","1.1812","1.1704","1.1850","1.1688","","0.81%"
"11/27/2005","1.1717","1.1715","1.1904","1.1662","","-0.06%"
"11/20/2005","1.1724","1.1775","1.1865","1.1683","","-0.37%"
"11/13/2005","1.1768","1.1723","1.1795","1.1639","","0.38%"
"11/06/2005","1.1724","1.1816","1.1838","1.1671","","-0.83%"
"10/30/2005","1.1822","1.2058","1.2092","1.1801","","-1.99%"
"10/23/2005","1.2062","1.1947","1.2176","1.1921","","0.95%"
"10/16/2005","1.1949","1.2083","1.2123","1.1875","","-1.06%"
"10/09/2005","1.2077","1.2119","1.2155","1.1911","","-0.35%"
"10/02/2005","1.2119","1.2022","1.2207","1.1900","","0.74%"
"09/25/2005","1.2030","1.2034","1.2090","1.1977","","-0.07%"
"09/18/2005","1.2039","1.2169","1.2273","1.2037","","-1.61%"
"09/11/2005","1.2236","1.2402","1.2415","1.2190","","-1.39%"
"09/04/2005","1.2409","1.2535","1.2585","1.2374","","-0.93%"
"08/28/2005","1.2525","1.2285","1.2590","1.2168","","1.97%"
"08/21/2005","1.2283","1.2163","1.2344","1.2157","","1.06%"
"08/14/2005","1.2154","1.2460","1.2460","1.2127","","-2.28%"
"08/07/2005","1.2437","1.2340","1.2487","1.2315","","0.60%"
"07/31/2005","1.2363","1.2125","1.2405","1.2119","","1.92%"
"07/24/2005","1.2130","1.2054","1.2159","1.1961","","0.52%"
"07/17/2005","1.2067","1.2022","1.2256","1.1951","","0.27%"
"07/10/2005","1.2035","1.1967","1.2258","1.1957","","0.53%"
"07/03/2005","1.1971","1.1934","1.2041","1.1867","","0.10%"
"06/26/2005","1.1959","1.2092","1.2188","1.1942","","-1.14%"
"06/19/2005","1.2097","1.2195","1.2241","1.1983","","-1.56%"
"06/12/2005","1.2289","1.2113","1.2291","1.2016","","1.37%"
"06/05/2005","1.2123","1.2225","1.2357","1.2108","","-0.92%"
"05/29/2005","1.2235","1.2534","1.2548","1.2159","","-2.70%"
"05/22/2005","1.2575","1.2546","1.2634","1.2496","","0.13%"
"05/15/2005","1.2559","1.2626","1.2691","1.2536","","-0.47%"
"05/08/2005","1.2618","1.2818","1.2915","1.2611","","-1.71%"
"05/01/2005","1.2837","1.2862","1.2992","1.2810","","-0.28%"
"04/24/2005","1.2873","1.3064","1.3065","1.2853","","-1.49%"
"04/17/2005","1.3068","1.2915","1.3127","1.2877","","1.17%"
"04/10/2005","1.2917","1.2925","1.3017","1.2767","","-0.16%"
"04/03/2005","1.2938","1.2883","1.2944","1.2799","","0.23%"
"03/27/2005","1.2908","1.2961","1.3060","1.2854","","-0.39%"
"03/20/2005","1.2958","1.3313","1.3318","1.2927","","-2.70%"
"03/13/2005","1.3318","1.3460","1.3480","1.3264","","-1.01%"
"03/06/2005","1.3454","1.3238","1.3482","1.3177","","1.61%"
"02/27/2005","1.3241","1.3243","1.3281","1.3089","","-0.02%"
"02/20/2005","1.3243","1.3045","1.3274","1.3032","","1.31%"
"02/13/2005","1.3072","1.2879","1.3091","1.2873","","1.60%"
"02/06/2005","1.2866","1.2858","1.2908","1.2731","","-0.05%"
"01/30/2005","1.2872","1.3033","1.3096","1.2863","","-1.32%"
"01/23/2005","1.3044","1.3039","1.3126","1.2942","","-0.05%"
"01/16/2005","1.3050","1.3101","1.3129","1.2921","","-0.43%"
"01/09/2005","1.3106","1.3062","1.3295","1.3051","","0.40%"
"01/02/2005","1.3054","1.3546","1.3581","1.3024","","-3.72%"
"12/26/2004","1.3558","1.3529","1.3668","1.3511","","0.20%"
"12/19/2004","1.3531","1.3335","1.3552","1.3298","","1.67%"
"12/12/2004","1.3309","1.3198","1.3446","1.3189","","0.64%"
"12/05/2004","1.3225","1.3441","1.3471","1.3137","","-1.72%"
"11/28/2004","1.3456","1.3271","1.3463","1.3230","","1.23%"
"11/21/2004","1.3293","1.3037","1.3333","1.2975","","2.10%"
"11/14/2004","1.3020","1.2977","1.3077","1.2916","","0.34%"
"11/07/2004","1.2976","1.2971","1.3007","1.2849","","0.07%"
"10/31/2004","1.2967","1.2805","1.2971","1.2658","","1.42%"
"10/24/2004","1.2785","1.2714","1.2846","1.2633","","0.77%"
"10/17/2004","1.2687","1.2479","1.2689","1.2450","","1.77%"
"10/10/2004","1.2466","1.2418","1.2508","1.2228","","0.48%"
"10/03/2004","1.2407","1.2402","1.2437","1.2247","","-0.06%"
"09/26/2004","1.2414","1.2283","1.2447","1.2247","","1.11%"
"09/19/2004","1.2278","1.2175","1.2368","1.2128","","0.65%"
"09/12/2004","1.2199","1.2270","1.2300","1.2123","","-0.51%"
"09/05/2004","1.2262","1.2062","1.2313","1.2025","","1.74%"
"08/29/2004","1.2052","1.2016","1.2226","1.1989","","0.37%"
"08/22/2004","1.2008","1.2321","1.2321","1.2004","","-2.47%"
"08/15/2004","1.2312","1.2381","1.2390","1.2278","","-0.52%"
"08/08/2004","1.2376","1.2288","1.2377","1.2173","","0.79%"
"08/01/2004","1.2279","1.2073","1.2294","1.1972","","2.15%"
"07/25/2004","1.2020","1.2107","1.2192","1.1992","","-0.61%"
"07/18/2004","1.2094","1.2442","1.2463","1.2086","","-2.88%"
"07/11/2004","1.2453","1.2411","1.2462","1.2298","","0.31%"
"07/04/2004","1.2415","1.2324","1.2424","1.2261","","0.72%"
"06/27/2004","1.2326","1.2176","1.2331","1.2067","","1.25%"
"06/20/2004","1.2174","1.2144","1.2195","1.2041","","0.26%"
"06/13/2004","1.2142","1.1984","1.2170","1.1953","","1.11%"
"06/06/2004","1.2009","1.2299","1.2354","1.1963","","-2.10%"
"05/30/2004","1.2266","1.2237","1.2306","1.2140","","0.43%"
"05/23/2004","1.2214","1.1987","1.2298","1.1932","","1.81%"
"05/16/2004","1.1997","1.1890","1.2071","1.1875","","0.98%"
"05/09/2004","1.1881","1.1877","1.1942","1.1772","","-0.03%"
"05/02/2004","1.1885","1.1996","1.2182","1.1876","","-0.81%"
"04/25/2004","1.1982","1.1808","1.2014","1.1762","","1.15%"
"04/18/2004","1.1846","1.2015","1.2083","1.1786","","-1.29%"
"04/11/2004","1.2001","1.2087","1.2102","1.1867","","-0.70%"
"04/04/2004","1.2086","1.2112","1.2223","1.1981","","-0.43%"
"03/28/2004","1.2138","1.2127","1.2391","1.2050","","0.04%"
"03/21/2004","1.2133","1.2286","1.2403","1.2072","","-1.13%"
"03/14/2004","1.2272","1.2188","1.2436","1.2176","","0.45%"
"03/07/2004","1.2217","1.2388","1.2463","1.2162","","-1.28%"
"02/29/2004","1.2376","1.2487","1.2542","1.2057","","-0.91%"
"02/22/2004","1.2490","1.2510","1.2716","1.2373","","-0.34%"
"02/15/2004","1.2532","1.2750","1.2928","1.2493","","-1.63%"
"02/08/2004","1.2740","1.2611","1.2895","1.2603","","0.28%"
"02/01/2004","1.2704","1.2471","1.2725","1.2390","","1.88%"
"01/25/2004","1.2469","1.2576","1.2665","1.2349","","-0.95%"
"01/18/2004","1.2588","1.2363","1.2778","1.2334","","1.62%"
"01/11/2004","1.2387","1.2845","1.2899","1.2351","","-3.46%"
"01/04/2004","1.2831","1.2585","1.2871","1.2561","","1.94%"
"12/28/2003","1.2587","1.2434","1.2649","1.2425","","1.26%"
"12/21/2003","1.2430","1.2404","1.2474","1.2350","","0.44%"
"12/14/2003","1.2375","1.2141","1.2440","1.2130","","0.71%"
"12/07/2003","1.2288","1.2173","1.2308","1.2112","","1.02%"
"11/30/2003","1.2164","1.1977","1.2180","1.1937","","1.42%"
"11/23/2003","1.1994","1.1910","1.2017","1.1753","","0.68%"
"11/16/2003","1.1913","1.1787","1.1980","1.1726","","1.13%"
"11/09/2003","1.1780","1.1506","1.1804","1.1444","","2.12%"
"11/02/2003","1.1535","1.1581","1.1621","1.1377","","-0.42%"
"10/26/2003","1.1584","1.1775","1.1786","1.1563","","-1.69%"
"10/19/2003","1.1783","1.1712","1.1860","1.1604","","0.85%"
"10/12/2003","1.1684","1.1810","1.1816","1.1549","","-0.97%"
"10/05/2003","1.1799","1.1574","1.1863","1.1533","","1.90%"
"09/28/2003","1.1579","1.1460","1.1770","1.1394","","0.92%"
"09/21/2003","1.1474","1.1448","1.1538","1.1414","","0.82%"
"09/14/2003","1.1381","1.1271","1.1384","1.1137","","0.80%"
"09/07/2003","1.1291","1.1098","1.1327","1.1048","","1.66%"
"08/31/2003","1.1107","1.0987","1.1140","1.0762","","1.16%"
"08/24/2003","1.0980","1.0871","1.1003","1.0792","","0.85%"
"08/17/2003","1.0887","1.1262","1.1271","1.0836","","-3.30%"
"08/10/2003","1.1259","1.1307","1.1384","1.1218","","-0.43%"
"08/03/2003","1.1308","1.1277","1.1429","1.1260","","0.30%"
"07/27/2003","1.1274","1.1494","1.1542","1.1133","","-2.07%"
"07/20/2003","1.1512","1.1250","1.1553","1.1245","","2.15%"
"07/13/2003","1.1270","1.1290","1.1340","1.1113","","-0.16%"
"07/06/2003","1.1288","1.1479","1.1484","1.1256","","-1.78%"
"06/29/2003","1.1493","1.1430","1.1613","1.1398","","0.49%"
"06/22/2003","1.1437","1.1578","1.1626","1.1400","","-1.49%"
"06/15/2003","1.1610","1.1876","1.1933","1.1552","","-2.13%"
"06/08/2003","1.1863","1.1713","1.1880","1.1659","","1.39%"
"06/01/2003","1.1700","1.1714","1.1891","1.1628","","-0.74%"
"05/25/2003","1.1787","1.1835","1.1935","1.1693","","-0.43%"
"05/18/2003","1.1838","1.1673","1.1840","1.1613","","2.12%"
"05/11/2003","1.1592","1.1532","1.1626","1.1370","","0.91%"
"05/04/2003","1.1487","1.1228","1.1538","1.1205","","2.28%"
"04/27/2003","1.1231","1.1037","1.1290","1.0933","","1.79%"
"04/20/2003","1.1034","1.0896","1.1054","1.0822","","1.47%"
"04/13/2003","1.0874","1.0748","1.0966","1.0715","","1.18%"
"04/06/2003","1.0747","1.0667","1.0833","1.0560","","0.16%"
"03/30/2003","1.0730","1.0796","1.0953","1.0684","","-0.48%"
"03/23/2003","1.0782","1.0607","1.0804","1.0567","","2.35%"
"03/16/2003","1.0534","1.0772","1.0847","1.0501","","-1.93%"
"03/09/2003","1.0741","1.1008","1.1086","1.0690","","-2.43%"
"03/02/2003","1.1008","1.0777","1.1069","1.0768","","1.94%"
"02/23/2003","1.0798","1.0727","1.0840","1.0708","","0.28%"
"02/16/2003","1.0768","1.0764","1.0850","1.0667","","-0.21%"
"02/09/2003","1.0791","1.0817","1.0860","1.0663","","-0.31%"
"02/02/2003","1.0825","1.0787","1.0941","1.0692","","0.52%"
"01/26/2003","1.0769","1.0838","1.0909","1.0722","","-0.48%"
"01/19/2003","1.0821","1.0655","1.0857","1.0629","","1.42%"
"01/12/2003","1.0669","1.0579","1.0680","1.0501","","0.88%"
"01/05/2003","1.0576","1.0416","1.0587","1.0359","","1.47%"
"12/29/2002","1.0423","1.0427","1.0505","1.0334","","-0.14%"
"12/22/2002","1.0438","1.0274","1.0445","1.0216","","1.65%"
"12/15/2002","1.0269","1.0237","1.0335","1.0191","","0.34%"
"12/08/2002","1.0234","1.0099","1.0261","1.0057","","1.34%"
"12/01/2002","1.0099","0.9945","1.0131","0.9857","","1.54%"
"11/24/2002","0.9946","0.9968","0.9972","0.9873","","-0.24%"
"11/17/2002","0.9970","1.0093","1.0147","0.9961","","-1.24%"
"11/10/2002","1.0095","1.0126","1.0175","1.0011","","-0.35%"
"11/03/2002","1.0130","0.9961","1.0151","0.9927","","1.62%"
"10/27/2002","0.9969","0.9765","1.0006","0.9724","","2.16%"
"10/20/2002","0.9758","0.9719","0.9803","0.9687","","0.40%"
"10/13/2002","0.9719","0.9878","0.9893","0.9696","","-1.59%"
"10/06/2002","0.9876","0.9792","0.9931","0.9766","","0.84%"
"09/29/2002","0.9794","0.9813","0.9914","0.9782","","-0.14%"
"09/22/2002","0.9808","0.9808","0.9861","0.9727","","-0.16%"
"09/15/2002","0.9824","0.9703","0.9878","0.9604","","1.14%"
"09/08/2002","0.9713","0.9818","0.9844","0.9699","","-1.00%"
"09/01/2002","0.9811","0.9818","0.9996","0.9798","","-0.09%"
"08/25/2002","0.9820","0.9720","0.9889","0.9680","","0.98%"
"08/18/2002","0.9725","0.9849","0.9874","0.9666","","-1.21%"
"08/11/2002","0.9844","0.9704","0.9898","0.9689","","1.49%"
"08/04/2002","0.9699","0.9875","0.9882","0.9624","","-1.74%"
"07/28/2002","0.9871","0.9875","0.9923","0.9726","","0.12%"
"07/21/2002","0.9859","1.0119","1.0137","0.9850","","-2.54%"
"07/14/2002","1.0116","0.9914","1.0212","0.9912","","2.07%"
